matching,tweet,tweet_id,user_id
1,It was impossible to find a seat at @bluebottleroast Tues morning so we headed down the street to a tranquil corner… https://t.co/RTlzLw8BOR,1103449183694905345,19726765
0,My favorite booth at #rsac this year https://t.co/EvLzOipkCv,1103448339578675201,19726765
0,Security is illusive indeed... walked through one hall of #RSAC &amp; called it a day... https://t.co/46bnKUFmLb,1103448125031641089,19726765
0,RT @thesolster: Holy shit https://t.co/pcjDf6ucx8,1103447104184213504,19726765
0,What a joy to have worked alongside Cynthia at #generalmagic  #womenhistorymonth https://t.co/1f7HOuhNBJ,1103446778060263426,19726765
1,"“The Street Philosophy oh Garry Winogrand” (@ Fraenkel Gallery in San Francisco, CA) https://t.co/ko3o9d3XAj",1103435589527982081,15660656
0,Watched “Leaving Neverland” last night. Riveting. Much to think about how our obsession with celebs and pop culture… https://t.co/P9mmwyIXue,1103335519314862080,15660656
0,McKathyism! https://t.co/ss8X27vODw,1103325278686765056,15660656
0,"I just submitted ""Uncle Frank's House: An American Dream"" to @defyfilmfest via https://t.co/IgtBdJl58U!",1103052597064167424,15660656
0,"Thank you, next! https://t.co/hQxwVYiFAo",1103046814452744192,15660656
1,"&gt;Street&lt; @ San Francisco, California https://t.co/xAI1nH6cyU",1103421427502538752,409324532
0,"&gt;Travel&lt;

I’ll be sharing photos from San Fran for a while since I edit them little by little. Taking a step back t… https://t.co/JAODwzwtDn",1103343108224417792,409324532
0,"&gt;Style&lt;

Leica m3
#kodak Ektachrome 100 @ Manhattan, New York https://t.co/9baMwWjLYq",1103193549871308801,409324532
0,"&gt;Self&lt;

Leica m3
Fuji Superia 400 @ Killebrew https://t.co/vWgqzPEfVT",1103148784479948801,409324532
0,"&gt;Style&lt;

My buddy @samuelpcooper rocking the beautiful 110 Minolta. Light leak brought to you by my Leica m3. 

Lei… https://t.co/Av9QgDU43Z",1103062749393743872,409324532
1,"@Central_Subway @sfmta_muni Fourth Street at Folsom,
sponsored by @Central_Subway.
Plenty of potholes

pockmark a l… https://t.co/es1ivYtGTg",1103417622685659138,4095955278
0,@AaronBlake @SecNielsen will never live this one down. #WhereAreTheChildren #PerversionofJustice https://t.co/stpBqvzbOa,1103330798608871425,4095955278
0,"@TheBaxterBean “Exercising is fun!”
- #CadetBoneSpurs
#KeyResolve #239lbs https://t.co/I2WP3tuFy9",1103328377065287680,4095955278
0,"@JoeNBC @TheRickWilson Ｍ oscow
Ａ gent
Ｇ overning
Ａ merica

→ #TRE45ON ← https://t.co/tMny29rzbc",1103294049266544641,4095955278
0,"@ColinDelia68 Yet harbors high hopes for North Korea …
https://t.co/XJRxbNgMnT https://t.co/oyvZNXClzF",1102781190833037312,4095955278
1,Mission Street #sanfrancisco #california #imagesforyoursenses #streetphotography #streetart #missionstreet… https://t.co/oiyhdIbt1R,1103388028817625088,385416728
1,Avenue B #alphabetcity #eastvillage #streetphotography #nycstreetphotography #nyc #newyorkcity #newyork @ Alphabet… https://t.co/cp2ee9D4LH,1102666032068595712,385416728
1,Shenanigans of the sun #eastvillage #alphabetcity #nycstreetphotography #streetphotography #imagesforyoursenses… https://t.co/Je5u3i5Zpc,1102625188544475137,385416728
0,Ukulele kind of weekend #mountainlife #imagesforyoursenses #catskillmountains #newyork #upstate https://t.co/xy9eH9weAx,1101942311963877376,385416728
1,6th Avenue lapsed #timelapse #sixthavenue #avenueoftheamericas #nyc #newyorkcity #nycstreetphotographer #nyc… https://t.co/sLE04IjbXm,1100944369148784640,385416728
0,IoT has the most potential for disruption. Our latest research on IoT found that many of the skills companies consi… https://t.co/dYaJtRj1J7,1103418483801501696,15355390
0,"RT @jamesstanger: Here at @RSAConference SF at the @CompTIA booth (3206). Looking forward to talking about the ""cybersecurity metrics matri…",1103405577089122304,15355390
0,"RT @TechGirlzorg: Our future looks so bright, we gotta wear shades. Read about TechGirlz acquisition by @createITfutures and how the two or…",1103390965501476866,15355390
0,"Check out @CompTIAAITP's new series Insider Knowledge, where they showcase people who are doing cool, amazing or in… https://t.co/9ith2bjcIq",1103386778394918912,15355390
0,"RT @TeachCompTIA: Be sure to stop by the @CompTIA booth, #3206 at #RSAC today and register for a Nest camera, pick up some swag and find ou…",1103385143920648192,15355390
1,We had such a fantastic tour of the 3rd street police and fire stations on Monday!! Thank you sfpdofficial for show… https://t.co/7pic40K1Hu,1103377138231726083,2228781368
0,Happy Friendship Friday!!! #sanfranciscoisthecampus #sfusd #accesssfusd #friendship https://t.co/J4iddYrduJ,1101517442298404866,2228781368
0,It’s a privilege and an honor to announce that our very own Jen Kabbabe was the recipient of the @sfunified Superin… https://t.co/8ZOiH87m4K,1101221204051066884,2228781368
0,So exited to be bringing the joy of weaving to @accesssfusd through a grant written by our own radkapulliam  and fu… https://t.co/5W8D283gbA,1100089742618550272,2228781368
0,Setting up our linkedin profiles and building community. Empowering way to spend a Friday! #enablein #linkedin… https://t.co/WOuFyAMWwr,1099069495807746048,2228781368
1,I'm at 801 Montgomery Street in CA https://t.co/LEnCjxj6UL,1103415658983747584,851746812
0,"I'm at Jackson Square in San Francisco, CA https://t.co/gO59M1NwAD",1103377614297800704,851746812
1,I'm at 801 Montgomery Street in CA https://t.co/RxbIWnK5QS,1103377575110500352,851746812
1,"I'm at 505 Sansome Street in San Francisco, CA https://t.co/fnvaTfvwt1",1103369325447139329,851746812
0,"I'm at Specialty’s Café &amp; Bakery in San Francisco, CA https://t.co/zalbM8mAFf",1103369238679638018,851746812
0,🍎 🍏 https://t.co/4TZj0T3i5a,1103447375010390016,6114542
0,TFW you spend 20 minutes with your new editorial colleagues in a meeting discussing unicorns. 🦄,1103433669664899073,6114542
0,"@gbernsie @DLoesch @shannonrwatts Referring to a woman as “hysterical” is a classic misogynist attack. It’s not me, it’s you.",1103408581972389888,6114542
0,"I'm at @Shiba_Ramen in Emeryville, CA https://t.co/JqvS6bLgNG https://t.co/unsTc5XxjF",1103384548044402689,6114542
0,"@gbernsie @DLoesch @shannonrwatts She doesn’t, but your misogyny is duly noted.",1103382290392969216,6114542
1,"I love street art and graffiti! It’s the Year of the Pig, so I don’t need to say it’s my year! You already know! Ph… https://t.co/Eye3WLKS5s",1103307995784581120,246116174
0,"Come and Experience the 2019 Southern Fried Poetry Slam in Fayetteville, NC from June 5-June 8,2019.  Brought to yo… https://t.co/uXhRdNAB2g",1101353946059177984,246116174
0,Listening to @stephenasmith on @FirstTake today talking about Robert Kraft is so disappointing!,1100447847277723648,246116174
0,I had a great time in Chinatown this weekend with somechicknamedness @brownandstirred and court6800 celebrating Chi… https://t.co/SDHmt1JtHE,1100048706827677697,246116174
0,"Somewhere in Japan, for the life me I don’t know where I was in this picture, don’t even remember taking it! 

.
.… https://t.co/ZOHWAtVklO",1094712211522514946,246116174
0,"✅ Box fresh kicks
✅ Fresh socks
✅ A mountain to climb

The new #speedcross5

The SpeedCross was always my go to sho… https://t.co/ijiinc4vbF",1103309422896603136,485738439
1,"When Salomon athlete Rickey Gates set out to run every single street in San Francisco, the idea was to get to know… https://t.co/G2nokZFeK1",1103205387291963392,485738439
0,RT @jamescarnegie: Today's @NatGeoPhotos Daily Dozen has my shot from the @LikeTheWindMag @StanceRun rooftop launch - hit it up today with…,1103040350757838848,485738439
0,A self portrait- the Lakeland kind https://t.co/HpBnHA5SOg,1103022845137956865,485738439
1,RT @rickeygates: Last year I spent 47 days running #everysinglestreet of San Francisco as a means to get to know my home and the wilderness…,1103022340479295490,485738439
1,"Street photography - ""Machine Red"" #street #photography #sanfrancisco #streetphotography #digitalsalt #soakedinsalt… https://t.co/iSFHfr7pE1",1103175660539789312,4561557619
1,"Street photography - ""Santa R"" #street #photography #sanfrancisco #streetphotography #digitalsalt #soakedinsalt… https://t.co/tDVCEk3rRE",1101368999487496193,4561557619
1,"Street photography - ""Pacific Imports"" #street #photography #sanfrancisco #streetphotography #digitalsalt… https://t.co/ekLr09pIc1",1101001210146910209,4561557619
1,"Street photography - ""North Beachp"" #street #photography #sanfrancisco #streetphotography #digitalsalt… https://t.co/aYYWY4KLv3",1100634491574341632,4561557619
1,"Street photography - ""Gum On The Sidewalk"" #street #photography #sanfrancisco #streetphotography #digitalsalt… https://t.co/d3CLZTwjoa",1100290149047365632,4561557619
0,Horrifying video lays bare suffering of dogs slaughtered in Indonesia https://t.co/n4imGt7rBb via @MailOnline,1103459282371002368,286043258
1,"Since November 2018, the downtownstreets Team groups funded by Mayor @LondonBreed &amp; Supervisor @HillaryRonen in par… https://t.co/NXor7oIA9C",1103454449639407616,286043258
0,"RT @LondonBreed: In October, I announced my plan to open 1,000 new shelter beds by 2020. We've opened 212 to date, and today I'm proposing…",1103382013908643840,286043258
0,RT @LondonBreed: San Francisco is the City that Knows How. The innovation capital of the world. The national leader on countless progressiv…,1103381972494168064,286043258
0,#life is #beautiful #sanfrancisco @ San Francisco City Hall https://t.co/Z5YGP8Dut2,1103367179968249856,286043258
0,"Cuz I’ve prolly done it on all the lines sometime during past shens, after all",1103453708816277504,3371581
1,"Hmm.  OAK, Dublin, Antioch, then back to crash site I think. Maybe I’ll come back out later.  ... ooh, &amp; another ne… https://t.co/Ls91VM4oov",1103452683044704257,3371581
0,And yeah I was tempted by Caltrain. Maybe tomorrow though,1103446360341196800,3371581
0,"... $6.05 taken, ok",1103444133048274944,3371581
0,"... ooh, the screen even gives riders approximate position between stations too",1103440986116579328,3371581
1,"Disabled vehicle, right lane blocked in #SanMateoBridge on CA-92 EB before High Rise, stopped traffic back to Delaware St, delay of 39 mins",1103462267822239745,88956948
1,"Disabled vehicle, right lane blocked in #SanMateoBridge on CA-92 EB before High Rise, stopped traffic back to 101, delay of 34 mins #BayArea",1103459165454983168,88956948
1,#podcast #broadcast #ContentStrategy #showprep #entertainment #sports #newswire #watercooler #mediawatch   Licensed… https://t.co/QcREuovsCf,1103456369695289344,88956948
1,"Disabled vehicle, right lane blocked in #SanFrancisco on I-280 SB after Cesar Chavez St, stopped traffic back to Mariposa St #BayArea",1103456201155719168,88956948
1,Closed in #EastOfClayton on Marsh Crk Rd Both EB/WB between Morgan Territory Rd and Pne Ln #BayArea #Traffic https://t.co/pmlOhZuRWR,1103424348659113984,88956948
